Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23,No,Travel_Rarely,694,Sales,7,1,Marketing,1,371,2,Female,74,3,4,Sales Executive,2,Married,17770,16793,0,Y,No,21,3,1,80,1,22,4,4,2,9,14,14
32,Yes,Travel_Rarely,571,Research & Development,19,1,Life Sciences,1,372,1,Female,40,2,4,Healthcare Representative,2,Married,1969,19435,8,Y,Yes,15,3,4,80,2,1,6,4,15,9,8,13
54,No,Non-Travel,333,Research & Development,22,1,Human Resources,1,373,1,Female,42,1,2,Manufacturing Director,2,Married,15553,10820,3,Y,No,21,4,4,80,0,38,2,1,8,8,5,0
50,No,Non-Travel,671,Research & Development,5,4,Medical,1,374,2,Female,60,4,5,Human Resources,4,Single,6820,26464,1,Y,Yes,23,3,4,80,1,20,3,2,13,10,4,2
25,No,Travel_Rarely,870,Research & Development,29,2,Human Resources,1,375,4,Female,55,3,3,Laboratory Technician,4,Divorced,15292,20757,7,Y,No,18,4,2,80,2,23,3,4,12,5,11,1
22,No,Travel_Rarely,1285,Research & Development,17,1,Life Sciences,1,376,4,Male,92,3,5,Healthcare Representative,3,Married,4052,15820,1,Y,Yes,15,3,4,80,2,37,1,4,6,1,2,0
56,No,Travel_Rarely,400,Sales,26,4,Other,1,377,2,Male,60,2,1,Research Director,1,Married,12609,25146,4,Y,No,15,3,3,80,0,19,1,2,14,9,6,0
21,No,Travel_Rarely,405,Research & Development,22,1,Marketing,1,378,1,Female,51,3,1,Healthcare Representative,3,Single,3302,10058,5,Y,No,16,3,2,80,0,38,3,3,6,14,6,8
23,No,Travel_Rarely,101,Sales,8,4,Human Resources,1,379,3,Male,35,1,2,Human Resources,1,Divorced,3283,24852,7,Y,No,17,3,4,80,3,26,3,4,5,4,3,6
49,No,Travel_Rarely,370,Research & Development,29,1,Medical,1,380,2,Female,49,4,5,Research Scientist,2,Single,16385,16118,0,Y,No,19,3,3,80,3,38,2,1,1,17,9,12
47,No,Travel_Rarely,520,Research & Development,29,2,Life Sciences,1,381,2,Female,39,3,1,Manager,1,Single,10799,5974,0,Y,No,24,3,3,80,0,6,5,4,8,6,1,16
52,No,Travel_Frequently,1266,Sales,1,5,Medical,1,382,2,Female,64,3,5,Healthcare Representative,3,Married,16620,8659,3,Y,No,21,3,1,80,3,32,6,1,16,2,1,12
57,No,Travel_Frequently,799,Sales,2,1,Technical Degree,1,383,1,Female,55,4,2,Human Resources,3,Single,1122,26212,4,Y,No,17,3,4,80,0,28,5,1,4,15,12,12
33,No,Travel_Rarely,963,Sales,15,5,Life Sciences,1,384,4,Female,66,3,5,Sales Representative,1,Single,10472,6841,8,Y,No,16,4,4,80,3,9,1,4,11,16,14,9
30,No,Travel_Rarely,1059,Human Resources,20,1,Technical Degree,1,385,1,Male,37,3,3,Research Director,4,Married,4727,20335,6,Y,No,22,4,1,80,1,9,4,4,0,1,11,5
59,No,Non-Travel,1093,Research & Development,28,2,Medical,1,386,2,Male,34,2,2,Sales Representative,2,Divorced,14732,16583,6,Y,Yes,20,3,3,80,2,11,3,1,9,15,7,4
47,No,Non-Travel,1109,Research & Development,18,5,Marketing,1,387,1,Male,73,1,5,Healthcare Representative,2,Married,5958,22305,7,Y,No,14,3,4,80,0,2,4,2,10,0,3,9
36,No,Travel_Rarely,978,Research & Development,11,4,Marketing,1,388,1,Male,96,3,1,Healthcare Representative,3,Divorced,1524,5424,4,Y,No,24,4,1,80,0,2,1,2,15,13,6,13
34,No,Travel_Rarely,791,Sales,25,1,Marketing,1,389,2,Male,78,1,4,Manufacturing Director,4,Single,10079,16733,4,Y,No,21,3,1,80,0,12,6,4,13,15,2,10
36,No,Travel_Rarely,966,Research & Development,10,1,Technical Degree,1,390,1,Male,65,2,4,Research Scientist,1,Single,9399,25109,0,Y,No,20,3,3,80,1,30,1,3,7,8,8,4
45,No,Travel_Rarely,1160,Research & Development,24,4,Marketing,1,391,3,Female,55,1,2,Human Resources,2,Married,17532,16538,8,Y,No,22,3,3,80,2,26,0,2,16,16,9,3
43,No,Travel_Rarely,206,Research & Development,24,2,Other,1,392,1,Male,74,2,4,Laboratory Technician,4,Married,17821,11517,5,Y,Yes,12,3,4,80,3,5,3,4,17,7,8,2
54,Yes,Travel_Rarely,1420,Research & Development,4,3,Life Sciences,1,393,1,Female,90,1,3,Laboratory Technician,2,Married,11394,19555,8,Y,Yes,21,3,4,80,3,26,6,2,11,8,6,13
43,No,Travel_Rarely,1220,Research & Development,5,1,Life Sciences,1,394,4,Female,73,1,2,Laboratory Technician,4,Single,4749,14508,2,Y,No,23,3,2,80,2,34,5,3,16,1,6,12
40,No,Travel_Rarely,380,Sales,4,4,Medical,1,395,4,Male,33,3,1,Research Director,4,Single,12353,5769,4,Y,No,21,4,3,80,3,8,5,4,13,12,0,4
26,No,Travel_Rarely,1233,Research & Development,13,3,Human Resources,1,396,2,Male,87,1,1,Manager,3,Divorced,15009,22015,1,Y,Yes,19,3,2,80,0,5,1,3,15,0,9,11
29,Yes,Non-Travel,648,Research & Development,25,1,Technical Degree,1,397,2,Female,55,3,2,Sales Executive,2,Married,12437,4310,4,Y,Yes,20,4,2,80,2,5,1,4,13,6,7,9
18,No,Travel_Rarely,651,Research & Development,13,5,Life Sciences,1,398,4,Female,58,3,4,Laboratory Technician,1,Single,6336,4343,7,Y,No,21,3,1,80,1,39,3,3,8,17,1,1
18,No,Travel_Rarely,287,Research & Development,18,4,Technical Degree,1,399,3,Female,38,1,4,Manufacturing Director,3,Divorced,5551,5386,1,Y,No,15,3,1,80,2,25,0,2,3,4,7,6
51,No,Travel_Rarely,851,Research & Development,29,5,Medical,1,400,1,Female,65,3,1,Research Scientist,3,Married,3823,21451,7,Y,Yes,15,3,4,80,0,18,0,2,10,6,10,6
49,No,Travel_Rarely,969,Research & Development,27,2,Marketing,1,401,3,Female,33,1,3,Manager,1,Married,13916,4339,3,Y,No,21,4,3,80,2,15,0,3,5,11,12,3
42,No,Travel_Rarely,1477,Research & Development,24,3,Human Resources,1,402,3,Male,88,4,4,Sales Executive,3,Divorced,16167,2683,0,Y,Yes,22,3,3,80,1,22,0,3,14,16,1,11
57,No,Travel_Rarely,118,Research & Development,2,4,Medical,1,403,4,Male,66,3,3,Sales Executive,4,Divorced,9677,3054,4,Y,No,13,3,2,80,1,10,6,3,4,4,0,3
18,No,Travel_Rarely,958,Human Resources,16,1,Other,1,404,2,Female,42,4,4,Research Director,4,Divorced,15868,25595,0,Y,No,23,3,2,80,2,15,2,4,10,11,14,6
33,No,Travel_Rarely,1384,Research & Development,1,1,Marketing,1,405,1,Female,49,4,2,Manufacturing Director,2,Single,9391,20986,6,Y,Yes,13,3,4,80,2,28,3,2,17,12,10,12
56,No,Travel_Rarely,1084,Sales,26,3,Marketing,1,406,2,Female,46,3,5,Sales Executive,2,Married,13658,22398,7,Y,No,11,3,1,80,3,37,3,4,12,15,7,7
22,No,Travel_Rarely,509,Research & Development,19,5,Marketing,1,407,3,Female,80,2,1,Sales Representative,1,Married,19366,25685,2,Y,No,22,3,3,80,3,19,3,2,10,9,3,13
39,No,Travel_Rarely,583,Sales,9,5,Medical,1,408,3,Female,84,2,2,Human Resources,2,Divorced,10663,2348,2,Y,No,21,4,3,80,0,20,6,1,13,11,14,2
46,No,Travel_Rarely,1427,Sales,28,4,Other,1,409,2,Female,62,4,4,Sales Representative,4,Single,3311,18362,6,Y,No,15,3,3,80,3,27,5,4,17,6,10,1
20,No,Travel_Rarely,723,Research & Development,3,4,Human Resources,1,410,2,Female,50,4,1,Sales Executive,1,Divorced,8225,3022,3,Y,No,13,3,3,80,0,32,6,2,18,13,9,9
29,No,Travel_Rarely,755,Sales,25,5,Technical Degree,1,411,4,Female,51,1,5,Sales Executive,1,Single,12565,2503,2,Y,No,21,4,1,80,0,39,0,2,14,9,14,5
43,No,Travel_Rarely,867,Human Resources,7,4,Medical,1,412,2,Male,54,4,5,Sales Executive,2,Married,11270,10277,7,Y,No,12,3,4,80,2,25,0,4,8,7,5,6
33,No,Travel_Rarely,117,Research & Development,29,5,Life Sciences,1,413,2,Female,96,3,4,Research Director,4,Married,14560,13514,2,Y,Yes,21,4,4,80,3,9,5,4,7,14,9,15
54,No,Non-Travel,283,Research & Development,10,3,Life Sciences,1,414,4,Female,41,2,1,Sales Representative,1,Single,17988,15576,6,Y,No,19,3,1,80,1,33,6,2,19,15,12,5
39,No,Non-Travel,504,Sales,1,4,Medical,1,415,2,Male,44,2,4,Laboratory Technician,4,Married,16965,2522,1,Y,No,23,4,4,80,1,8,5,4,0,7,10,15
46,No,Travel_Rarely,898,Sales,10,5,Technical Degree,1,416,3,Female,31,2,5,Laboratory Technician,4,Married,6785,13884,0,Y,No,24,3,4,80,2,35,1,3,3,3,9,11
31,No,Travel_Frequently,1254,Research & Development,21,4,Life Sciences,1,417,2,Female,33,3,2,Laboratory Technician,4,Divorced,13067,20892,5,Y,Yes,20,3,2,80,1,10,2,4,13,16,0,14
45,Yes,Travel_Rarely,578,Research & Development,9,1,Technical Degree,1,418,1,Female,74,1,2,Research Scientist,2,Single,9740,2017,7,Y,Yes,16,3,1,80,1,9,5,4,1,3,8,2
22,No,Non-Travel,107,Research & Development,28,1,Marketing,1,419,3,Female,42,3,3,Manufacturing Director,3,Married,14653,25807,0,Y,No,13,3,4,80,2,6,3,4,15,10,10,15
47,No,Travel_Rarely,804,Sales,15,2,Medical,1,420,4,Male,84,3,5,Sales Representative,3,Married,18222,3268,8,Y,No,17,3,2,80,1,37,2,2,2,12,6,14
22,No,Travel_Rarely,1441,Research & Development,15,5,Marketing,1,421,3,Female,61,2,5,Human Resources,1,Single,4815,3176,2,Y,No,22,3,1,80,2,15,6,3,7,5,4,5
29,No,Travel_Rarely,1259,Sales,3,2,Life Sciences,1,422,4,Female,51,3,4,Laboratory Technician,4,Married,18231,20016,2,Y,Yes,19,3,1,80,0,25,5,1,5,13,5,16
33,Yes,Travel_Rarely,630,Research & Development,25,5,Technical Degree,1,423,1,Female,84,4,3,Sales Representative,2,Single,5709,14745,3,Y,Yes,19,4,3,80,3,31,3,1,15,6,2,1
43,No,Travel_Frequently,1012,Research & Development,5,4,Marketing,1,424,1,Male,46,3,3,Manufacturing Director,4,Single,5507,13961,0,Y,No,11,3,2,80,1,30,0,3,15,11,12,1
43,No,Non-Travel,1490,Sales,9,5,Life Sciences,1,425,3,Female,99,2,1,Sales Executive,4,Divorced,7575,5613,8,Y,Yes,12,3,2,80,2,31,6,3,6,0,8,16
38,No,Travel_Rarely,788,Research & Development,26,1,Other,1,426,2,Female,80,2,4,Healthcare Representative,2,Single,5773,18498,2,Y,Yes,18,3,2,80,1,11,0,3,12,9,1,4
56,No,Travel_Frequently,1134,Sales,22,4,Marketing,1,427,3,Male,37,3,2,Research Director,3,Divorced,13446,10944,3,Y,No,21,3,1,80,3,26,3,2,12,0,11,3
53,No,Travel_Frequently,652,Research & Development,9,1,Other,1,428,3,Male,90,4,1,Laboratory Technician,4,Married,11464,8590,0,Y,No,11,3,3,80,1,21,4,1,4,15,9,7
50,No,Travel_Rarely,545,Research & Development,23,4,Other,1,429,1,Male,39,4,3,Manufacturing Director,4,Single,16864,20784,3,Y,No,21,3,1,80,0,14,6,3,19,6,0,8
47,No,Travel_Rarely,1237,Sales,7,5,Human Resources,1,430,4,Male,48,2,2,Laboratory Technician,3,Divorced,4320,8768,0,Y,No,22,3,4,80,2,7,0,2,17,5,13,10
54,No,Travel_Rarely,805,Research & Development,24,5,Life Sciences,1,431,3,Female,43,4,5,Research Director,2,Single,11750,20972,4,Y,Yes,21,3,4,80,3,3,1,1,14,17,14,15
40,No,Travel_Rarely,295,Research & Development,23,1,Medical,1,432,2,Male,96,4,4,Research Director,1,Married,5698,2321,4,Y,No,24,3,4,80,0,7,5,4,17,3,0,15
27,No,Travel_Rarely,959,Research & Development,12,3,Technical Degree,1,433,1,Male,84,1,3,Manufacturing Director,3,Divorced,18948,9626,6,Y,No,13,3,3,80,1,22,0,2,1,15,9,3
22,No,Travel_Rarely,1446,Sales,25,5,Life Sciences,1,434,3,Male,90,1,5,Research Scientist,1,Divorced,19224,14513,7,Y,No,21,3,1,80,1,15,1,1,9,0,1,8
53,Yes,Travel_Rarely,727,Research & Development,27,3,Human Resources,1,435,3,Female,85,4,3,Laboratory Technician,1,Divorced,7058,19217,3,Y,No,17,3,2,80,1,33,2,2,12,1,5,12
51,No,Travel_Rarely,1080,Sales,9,4,Human Resources,1,436,2,Male,92,4,2,Laboratory Technician,3,Married,1726,10403,6,Y,No,18,3,4,80,3,21,6,1,17,15,5,7
48,No,Non-Travel,729,Research & Development,6,3,Marketing,1,437,3,Female,40,1,1,Manufacturing Director,4,Divorced,7697,11448,3,Y,No,15,3,4,80,2,22,0,1,14,8,8,10
27,No,Travel_Rarely,1288,Research & Development,23,1,Technical Degree,1,438,3,Female,76,1,2,Research Scientist,1,Married,12910,18542,2,Y,No,24,3,1,80,3,4,5,4,11,14,9,8
36,No,Travel_Rarely,1375,Sales,2,2,Human Resources,1,439,3,Male,35,1,4,Research Scientist,1,Married,10257,4619,5,Y,No,12,3,2,80,0,36,0,2,14,15,14,2
49,No,Travel_Rarely,143,Sales,9,2,Medical,1,440,3,Female,63,2,4,Laboratory Technician,2,Single,13963,3347,3,Y,No,13,3,3,80,2,6,5,3,12,8,3,8
18,No,Travel_Rarely,588,Research & Development,28,1,Life Sciences,1,441,2,Male,94,2,3,Sales Executive,4,Married,17666,5164,2,Y,No,19,3,4,80,3,36,2,4,17,6,7,15
22,No,Travel_Rarely,280,Research & Development,29,2,Medical,1,442,3,Male,93,1,2,Research Director,1,Divorced,2081,15559,8,Y,No,23,3,4,80,1,25,5,4,14,9,3,13
21,No,Travel_Rarely,1200,Research & Development,17,1,Marketing,1,443,3,Female,95,1,1,Manager,2,Divorced,11776,25197,4,Y,No,21,3,4,80,0,27,1,1,10,6,2,14
33,No,Travel_Rarely,473,Sales,1,5,Life Sciences,1,444,3,Female,60,1,4,Laboratory Technician,4,Married,15196,2910,6,Y,No,23,3,2,80,1,3,4,3,18,12,3,3
41,No,Travel_Rarely,727,Research & Development,19,3,Marketing,1,445,1,Female,91,2,1,Sales Executive,3,Married,10344,9166,5,Y,No,20,3,4,80,3,31,6,2,2,1,0,11
33,No,Travel_Rarely,1056,Sales,28,2,Technical Degree,1,446,2,Female,83,2,5,Laboratory Technician,3,Single,16958,4451,4,Y,No,17,3,2,80,0,37,5,3,6,11,8,6
19,No,Travel_Rarely,166,Research & Development,6,5,Technical Degree,1,447,1,Male,37,4,3,Sales Executive,2,Single,12689,13995,6,Y,No,23,3,4,80,2,8,6,3,13,12,10,10
45,No,Travel_Rarely,1215,Research & Development,5,2,Medical,1,448,1,Female,71,3,1,Laboratory Technician,3,Divorced,18331,2403,5,Y,Yes,11,3,4,80,2,35,5,3,13,2,14,6
49,No,Travel_Rarely,878,Research & Development,2,4,Medical,1,449,2,Female,70,4,3,Manufacturing Director,1,Married,5760,12033,1,Y,No,13,3,2,80,3,25,6,3,12,10,4,2
44,No,Travel_Rarely,750,Sales,9,1,Technical Degree,1,450,1,Female,88,3,5,Manager,4,Divorced,14436,20074,2,Y,No,19,3,2,80,3,10,1,3,11,7,6,3
37,Yes,Travel_Rarely,1367,Research & Development,29,1,Other,1,451,1,Female,69,3,1,Sales Representative,1,Married,1066,5485,1,Y,Yes,17,3,3,80,2,19,6,1,8,10,2,1
41,Yes,Travel_Frequently,440,Research & Development,26,5,Technical Degree,1,452,1,Male,51,3,1,Sales Representative,1,Divorced,1564,15751,2,Y,No,22,3,1,80,2,37,3,1,0,17,4,14
29,No,Travel_Rarely,1002,Research & Development,14,4,Life Sciences,1,453,2,Male,53,4,5,Human Resources,3,Divorced,14393,11448,0,Y,No,23,4,4,80,3,14,3,4,18,6,12,11
52,No,Travel_Frequently,1427,Sales,4,3,Marketing,1,454,3,Female,67,2,2,Research Director,1,Divorced,4670,22672,7,Y,Yes,23,3,4,80,2,34,3,1,10,11,9,16
50,No,Travel_Frequently,497,Research & Development,4,4,Technical Degree,1,455,4,Female,31,2,1,Manufacturing Director,3,Married,3251,15410,5,Y,Yes,23,3,1,80,0,8,5,4,18,5,13,7
50,No,Travel_Rarely,802,Research & Development,21,4,Technical Degree,1,456,4,Male,70,2,1,Manager,4,Single,13949,16262,1,Y,No,24,4,1,80,3,32,2,4,17,9,3,7
54,No,Travel_Rarely,196,Sales,15,3,Human Resources,1,457,2,Male,48,2,4,Sales Executive,4,Single,1804,11834,7,Y,No,12,3,1,80,0,10,1,2,11,14,6,4
29,No,Travel_Rarely,1454,Research & Development,8,3,Marketing,1,458,4,Male,31,4,2,Research Director,1,Married,10583,26500,5,Y,No,16,3,4,80,1,21,5,3,0,14,4,8
20,No,Travel_Rarely,1328,Sales,26,4,Human Resources,1,459,2,Male,91,1,1,Manager,2,Single,18619,18906,6,Y,No,19,3,4,80,0,5,6,1,18,5,1,4
18,No,Travel_Rarely,548,Research & Development,4,2,Marketing,1,460,2,Female,45,3,5,Research Scientist,3,Divorced,13224,22829,0,Y,No,14,3,4,80,3,36,0,2,19,14,2,9
50,No,Travel_Rarely,176,Research & Development,16,2,Life Sciences,1,461,4,Female,51,2,3,Research Director,3,Married,7016,24843,6,Y,No,20,4,2,80,1,20,5,1,16,17,7,0
57,No,Travel_Rarely,995,Research & Development,21,4,Marketing,1,462,1,Male,43,2,5,Manufacturing Director,1,Married,14036,25470,2,Y,No,12,4,3,80,2,11,3,4,4,1,2,3
27,No,Travel_Rarely,648,Research & Development,28,2,Medical,1,463,3,Male,85,4,2,Human Resources,3,Single,13392,3944,7,Y,No,13,4,3,80,0,6,1,1,2,6,14,15
46,No,Travel_Frequently,897,Research & Development,4,3,Technical Degree,1,464,4,Female,94,3,4,Manufacturing Director,3,Single,8938,21955,5,Y,Yes,17,4,1,80,0,1,0,3,1,4,6,11
30,No,Travel_Rarely,914,Sales,16,3,Marketing,1,465,4,Female,74,2,4,Sales Executive,2,Divorced,5141,3560,3,Y,No,14,3,1,80,3,38,1,4,2,2,4,14
29,No,Non-Travel,1121,Research & Development,22,2,Life Sciences,1,466,4,Male,83,1,4,Sales Representative,2,Married,10546,6747,7,Y,No,17,3,4,80,2,23,2,4,7,5,6,4
48,No,Non-Travel,234,Research & Development,12,3,Marketing,1,467,4,Female,95,2,5,Healthcare Representative,1,Single,6335,9154,8,Y,No,15,3,3,80,3,25,3,2,15,5,9,13
19,No,Non-Travel,753,Research & Development,16,1,Technical Degree,1,468,2,Male,75,3,3,Healthcare Representative,2,Married,6077,16089,1,Y,No,24,3,3,80,2,24,4,3,5,0,8,6
52,No,Travel_Frequently,1377,Sales,19,3,Other,1,469,2,Female,62,1,3,Manufacturing Director,1,Divorced,14247,18976,5,Y,No,18,3,2,80,3,19,5,4,12,11,6,10
40,No,Travel_Rarely,1378,Research & Development,8,4,Marketing,1,470,3,Female,79,4,1,Manager,4,Divorced,6611,14085,4,Y,No,18,3,4,80,2,39,6,3,15,4,13,14
34,No,Travel_Rarely,745,Research & Development,6,5,Medical,1,471,3,Male,51,1,3,Sales Executive,1,Divorced,9089,7327,4,Y,No,15,4,4,80,1,1,3,1,15,6,5,10
43,No,Travel_Rarely,819,Research & Development,10,2,Technical Degree,1,472,4,Female,69,3,3,Laboratory Technician,4,Married,3892,19139,2,Y,No,17,3,3,80,3,34,3,3,2,7,11,6
25,No,Travel_Rarely,712,Research & Development,5,2,Life Sciences,1,473,4,Male,68,3,1,Sales Representative,1,Married,6577,2496,7,Y,No,21,3,3,80,1,32,2,4,12,5,12,3
46,No,Travel_Frequently,583,Sales,29,3,Technical Degree,1,474,4,Female,70,1,5,Research Director,3,Married,18943,15060,7,Y,No,16,3,2,80,3,16,0,2,13,14,0,0
43,No,Non-Travel,1169,Research & Development,18,3,Human Resources,1,475,3,Male,97,2,5,Human Resources,2,Married,7683,17656,4,Y,No,23,3,2,80,3,21,3,4,7,5,3,1
27,No,Travel_Rarely,747,Research & Development,10,5,Other,1,476,4,Male,36,3,2,Sales Executive,4,Married,2507,20805,7,Y,No,18,3,4,80,3,0,0,3,11,8,7,3
43,Yes,Travel_Rarely,891,Sales,10,5,Life Sciences,1,477,1,Male,33,1,5,Manufacturing Director,1,Divorced,17335,3598,7,Y,Yes,19,3,2,80,0,36,0,3,7,3,0,4
51,No,Travel_Rarely,678,Sales,7,4,Other,1,478,3,Female,88,3,4,Research Scientist,2,Divorced,3063,6127,2,Y,No,15,3,3,80,3,29,2,4,8,15,5,1
58,No,Travel_Rarely,1127,Research & Development,18,1,Other,1,479,1,Male,55,2,4,Research Scientist,1,Divorced,3000,15123,1,Y,No,17,3,4,80,2,5,3,3,0,9,1,1
24,No,Travel_Rarely,100,Research & Development,1,4,Medical,1,480,4,Male,60,2,2,Sales Executive,2,Single,16566,25400,8,Y,No,24,3,3,80,0,13,5,1,5,0,14,13
21,No,Travel_Rarely,1413,Research & Development,7,2,Marketing,1,481,2,Female,98,1,3,Healthcare Representative,2,Divorced,2294,7551,1,Y,No,11,3,4,80,2,35,2,4,18,10,12,2
28,Yes,Travel_Frequently,208,Human Resources,21,3,Medical,1,482,1,Female,81,4,2,Research Scientist,1,Married,16096,5590,8,Y,Yes,21,3,4,80,2,32,2,2,10,16,8,9
46,No,Travel_Rarely,559,Sales,1,4,Medical,1,483,3,Male,50,4,1,Manufacturing Director,4,Divorced,5065,14973,3,Y,No,18,3,3,80,2,37,4,4,10,17,7,5
53,No,Non-Travel,365,Human Resources,15,3,Human Resources,1,484,1,Male,45,2,2,Human Resources,4,Single,15090,18845,1,Y,Yes,13,4,4,80,2,38,5,1,12,14,8,1
42,No,Travel_Rarely,1261,Research & Development,4,3,Medical,1,485,3,Female,80,4,2,Laboratory Technician,3,Single,18987,6966,0,Y,No,11,4,4,80,2,5,2,1,10,5,8,10
38,No,Travel_Frequently,143,Research & Development,28,4,Life Sciences,1,486,4,Female,45,2,4,Research Director,2,Single,18706,17319,3,Y,No,16,3,2,80,1,25,4,1,17,15,13,13
53,No,Travel_Rarely,985,Research & Development,29,4,Marketing,1,487,1,Female,47,4,1,Manager,3,Single,19825,26943,8,Y,No,24,4,3,80,0,23,0,1,14,1,12,12
27,No,Travel_Frequently,1043,Research & Development,20,5,Marketing,1,488,2,Male,76,2,1,Healthcare Representative,3,Single,18482,13515,8,Y,Yes,23,3,3,80,2,32,5,1,0,2,1,6
54,No,Travel_Rarely,1082,Research & Development,10,1,Life Sciences,1,489,1,Female,85,3,2,Research Scientist,1,Married,10318,18549,3,Y,No,18,4,2,80,1,7,5,2,6,16,1,9
26,No,Travel_Rarely,361,Research & Development,23,5,Medical,1,490,2,Male,57,1,1,Laboratory Technician,1,Divorced,9488,3728,8,Y,No,21,3,4,80,1,33,0,3,12,7,8,12
41,No,Travel_Rarely,827,Research & Development,9,1,Medical,1,491,3,Male,85,1,1,Research Director,1,Married,12241,26080,5,Y,Yes,13,3,1,80,2,33,1,1,11,14,1,1
52,No,Non-Travel,732,Research & Development,2,4,Other,1,492,4,Male,66,4,5,Human Resources,2,Married,11417,6697,0,Y,No,11,3,1,80,3,23,5,1,17,12,3,11
52,No,Travel_Rarely,251,Research & Development,28,1,Other,1,493,4,Female,45,1,1,Sales Representative,1,Single,16574,17730,5,Y,No,13,3,3,80,2,1,6,4,18,0,1,7
53,Yes,Travel_Rarely,312,Research & Development,14,2,Human Resources,1,494,2,Female,94,4,3,Sales Executive,1,Divorced,16302,13366,8,Y,No,15,3,2,80,1,7,1,2,14,11,0,1
35,Yes,Travel_Rarely,1115,Research & Development,16,5,Technical Degree,1,495,3,Female,89,2,1,Manager,2,Divorced,15650,20557,1,Y,Yes,21,3,4,80,2,24,0,2,7,17,11,15
56,No,Travel_Rarely,1357,Research & Development,1,5,Other,1,496,4,Male,90,3,4,Sales Representative,2,Divorced,14350,2037,5,Y,No,18,3,2,80,1,29,3,3,18,17,12,7
49,No,Travel_Frequently,962,Research & Development,2,5,Marketing,1,497,3,Male,40,1,5,Manager,4,Single,3096,22827,1,Y,Yes,19,3,4,80,2,31,1,2,9,2,10,15
41,Yes,Travel_Rarely,722,Sales,7,3,Life Sciences,1,498,2,Female,95,3,4,Research Scientist,1,Married,12801,9486,3,Y,Yes,23,3,3,80,1,29,2,4,6,17,13,7
40,No,Travel_Rarely,460,Research & Development,29,3,Medical,1,499,2,Female,61,1,4,Human Resources,1,Divorced,19592,4021,7,Y,No,22,3,3,80,2,6,5,4,17,16,9,12
49,No,Non-Travel,419,Sales,10,4,Technical Degree,1,500,1,Male,48,2,3,Laboratory Technician,1,Married,17559,8880,6,Y,No,19,3,1,80,3,23,6,3,15,10,6,5
54,No,Travel_Frequently,321,Research & Development,22,4,Other,1,501,4,Male,85,1,5,Manager,4,Divorced,8169,6521,8,Y,No,14,3,2,80,3,8,1,4,19,4,11,0
29,No,Travel_Frequently,309,Research & Development,20,3,Technical Degree,1,502,4,Male,34,1,2,Manager,1,Divorced,14288,10839,6,Y,No,18,3,3,80,1,15,5,1,5,6,10,1
30,No,Travel_Rarely,1030,Research & Development,1,5,Life Sciences,1,503,1,Male,32,2,1,Research Director,4,Divorced,11694,5302,0,Y,Yes,21,3,2,80,3,1,0,1,8,17,4,6
40,No,Travel_Rarely,588,Sales,13,3,Life Sciences,1,504,2,Female,57,4,3,Manufacturing Director,3,Divorced,13191,10511,1,Y,Yes,15,3,3,80,3,34,3,4,12,6,2,12
42,No,Travel_Rarely,700,Sales,1,1,Technical Degree,1,505,2,Male,58,4,3,Manager,4,Single,19051,22991,5,Y,No,13,3,4,80,0,33,0,3,7,17,7,3
52,No,Travel_Frequently,873,Research & Development,5,5,Technical Degree,1,506,2,Male,88,2,2,Sales Executive,3,Single,11737,8368,6,Y,No,15,3,4,80,2,21,3,2,15,1,4,8
58,No,Travel_Rarely,977,Research & Development,16,3,Human Resources,1,507,2,Female,54,4,3,Human Resources,1,Married,19207,12745,2,Y,No,12,3,1,80,2,18,5,3,12,5,0,2
47,No,Travel_Rarely,799,Research & Development,15,4,Technical Degree,1,508,3,Female,51,1,2,Human Resources,3,Single,6147,11914,8,Y,No,21,3,3,80,3,20,1,2,12,7,8,1
34,No,Travel_Rarely,551,Sales,17,3,Medical,1,509,4,Female,52,3,2,Sales Representative,4,Divorced,18740,11948,6,Y,No,21,3,1,80,3,11,2,4,16,16,13,15
37,No,Travel_Rarely,512,Research & Development,28,2,Marketing,1,510,4,Female,99,2,2,Sales Executive,2,Married,7199,13870,5,Y,No,21,3,1,80,1,10,2,4,19,3,13,9
42,No,Travel_Frequently,575,Research & Development,23,3,Other,1,511,2,Male,69,1,3,Laboratory Technician,3,Married,1546,7873,5,Y,No,16,3,3,80,2,18,0,1,4,16,4,11
39,No,Travel_Rarely,355,Research & Development,16,5,Other,1,512,2,Male,43,2,2,Healthcare Representative,3,Married,6231,9498,0,Y,No,11,3,3,80,0,5,5,2,16,15,2,1
30,No,Travel_Rarely,1273,Research & Development,13,3,Other,1,513,2,Male,58,3,3,Manufacturing Director,1,Divorced,8965,25556,4,Y,No,16,3,4,80,0,13,3,3,8,14,5,13
